0	1347
0	13341
0	18247
0	23900
0	29191
0	29405
0	31011
0	32217
0	34203
0	36773
0	38645
0	42467
0	49736
0	53371
0	57383
0	62053
0	64334
0	65429
0	70724
0	76531
0	78308
0	78802
0	78804
0	81599
0	85725
0	90476
0	92666
0	93021
0	97436
0	100779
0	105615
0	113569
0	114538
0	115990
0	120549
0	123029
1	1423
1	2065
1	10239
1	13594
1	15069
1	17606
1	19540
1	25816
1	31413
1	37072
1	38727
1	44210
1	44296
1	45140
1	49012
1	49015
1	50992
1	56265
1	57804
1	60745
1	60819
1	66552
1	66570
1	74504
1	79771
1	80894
1	82449
1	85350
1	87624
1	89324
1	89917
1	91888
1	99831
1	104374
1	106794
1	109008
1	109586
1	109588
1	113995
1	116147
1	117808
1	117847
1	118261
1	118448
1	120181
1	120189
1	120250
1	122647
2	1855
2	2287
2	2785
2	5458
2	7081
2	7167
2	8118
2	8126
2	13129
2	17211
2	21909
2	22791
2	22894
2	23080
2	26068
2	30106
2	34253
2	36050
2	36103
2	37246
2	39235
2	40465
2	41305
2	41500
2	41761
2	41868
2	46462
2	47938
2	49802
2	49805
2	53916
2	54343
2	54607
2	54813
2	57704
2	59173
2	59189
2	59640
2	59685
2	62408
2	63718
2	63752
2	68964
2	69727
2	70391
2	72335
2	73249
2	73257
2	76313
2	76328
2	76763
2	79355
2	84320
2	86778
2	89213
2	91573
2	92157
2	92415
2	93830
2	96046
2	96984
2	99412
2	101642
2	103900
2	104092
2	105615
2	107087
2	107826
2	112882
2	113414
2	113444
2	113451
2	116152
2	117469
2	117503
2	119949
3	6229
3	8983
3	10108
3	10838
3	28346
3	28733
3	31134
3	36424
3	45984
3	47026
3	52453
3	55171
3	58442
3	60554
3	60908
3	64734
3	67426
3	70194
3	72095
3	72282
3	73501
3	75708
3	86734
3	87886
3	87887
3	88531
3	96657
3	96837
3	110548
3	110558
3	114990
4	991
4	2108
4	2769
4	3746
4	4704
4	6119
4	10467
4	12782
4	12785
4	12787
4	12788
4	13556
4	13559
4	14379
4	15511
4	18021
4	22048
4	25997
4	26308
4	28677
4	35377
4	35378
4	35382
4	40131
4	42474
4	42695
4	43326
4	44356
4	45325
4	45858
4	47463
4	52045
4	52831
4	54267
4	54312
4	63215
4	67114
4	67405
4	67873
4	68282
4	68287
4	71256
4	75325
4	76543
4	79406
4	81165
4	81167
4	81322
4	84787
4	86408
4	86409
4	87447
4	89276
4	90205
4	90374
4	95863
4	96890
4	96926
4	103439
4	104062
4	104063
4	104064
4	104932
4	106019
4	107399
4	107825
4	108739
4	109385
4	109655
4	110025
4	114240
4	114241
4	114245
4	114249
4	114357
4	114762
4	117335
4	118270
4	120215
4	122039
4	123485
4	123488
5	751
5	2100
5	2412
5	3282
5	4530
5	4880
5	5531
5	6692
5	7296
5	8726
5	8853
5	11744
5	12743
5	13781
5	14422
5	15028
5	17286
5	17451
5	17546
5	17885
5	18767
5	20446
5	20651
5	20687
5	21180
5	22517
5	22535
5	22848
5	23326
5	23335
5	24174
5	24438
5	24834
5	26284
5	26383
5	26482
5	26780
5	28000
5	28173
5	32083
5	33015
5	33543
5	33585
5	33713
5	34266
5	35762
5	35993
5	36489
5	36718
5	37587
5	40347
5	40942
5	40944
5	42447
5	43024
5	43857
5	43997
5	44574
5	44647
5	45323
5	46515
5	47152
5	47514
5	47974
5	49066
5	49679
5	50500
5	51724
5	51750
5	52422
5	52474
5	52723
5	53462
5	53753
5	54645
5	54692
5	54840
5	55253
5	55883
5	57437
5	58241
5	58639
5	60206
5	60214
5	60226
5	60372
5	60721
5	61232
5	61299
5	61803
5	61916
5	62527
5	62915
5	63485
5	63493
5	64058
5	64089
5	64562
5	66161
5	66257
5	66861
5	68576
5	68599
5	69035
5	69586
5	70047
5	71048
5	71523
5	71891
5	72498
5	72760
5	72989
5	73615
5	73844
5	74954
5	75409
5	77304
5	78508
5	79451
5	79984
5	80003
5	80374
5	81087
5	81184
5	81338
5	81400
5	82653
5	83842
5	84010
5	84958
5	85285
5	85371
5	86405
5	87133
5	87196
5	87408
5	87799
5	87869
5	88135
5	88504
5	89637
5	89956
5	90083
5	91901
5	93133
5	93912
5	94191
5	95802
5	96950
5	97448
5	97602
5	98138
5	98243
5	98442
5	98871
5	99948
